id,service_id,location_id,description
135,1.17011E+15,6.74557E+14,
136,8.68711E+14,6.74557E+14,
137,9.24629E+14,6.19923E+14,
138,9.24629E+14,6.27761E+14,
139,9.94309E+14,6.42601E+14,
140,5.95593E+14,6.46396E+14,
141,1.18601E+15,6.44648E+14,
142,9.20365E+14,6.51209E+14,
143,1.05437E+15,6.51209E+14,
144,1.00192E+15,6.53156E+14,
145,1.108E+15,6.53859E+14,
146,9.48737E+14,6.53859E+14,
147,1.2299E+15,6.53859E+14,
148,8.80015E+14,6.53859E+14,
149,9.5592E+14,6.53859E+14,
150,7.28146E+14,6.71724E+14,
151,5.93421E+14,6.72042E+14,
152,8.13926E+14,6.70644E+14,
153,1.19117E+15,6.70644E+14,
154,8.16302E+14,6.70644E+14,
155,1.10885E+15,6.72539E+14,
156,1.1668E+15,6.72539E+14,
157,1.10465E+15,6.78882E+14,
158,1.32112E+15,6.78882E+14,
159,1.15956E+15,6.85822E+14,
160,5.4792E+14,6.8814E+14,
161,9.20572E+14,6.34029E+14,
162,6.20133E+14,6.35137E+14,
163,6.74131E+14,6.35156E+14,
164,1.22002E+15,6.36129E+14,
165,1.10465E+15,6.4161E+14,
166,6.28637E+14,6.47233E+14,
167,7.91198E+14,6.47808E+14,
168,1.14782E+15,6.48224E+14,
169,5.72381E+14,6.47362E+14,
170,7.99909E+14,6.52575E+14,
171,5.72381E+14,6.56906E+14,
172,1.2879E+15,6.62348E+14,
173,9.7759E+14,6.58231E+14,
174,1.32112E+15,6.58231E+14,
175,1.1542E+15,6.68963E+14,
176,1.25451E+15,6.65682E+14,
177,9.20365E+14,6.73535E+14,
178,1.05437E+15,6.73535E+14,
179,1.18601E+15,6.79831E+14,
180,6.40376E+14,6.80053E+14,
181,7.28146E+14,6.81767E+14,
182,1.1066E+15,6.82308E+14,
183,9.48165E+14,6.84439E+14,
184,8.14721E+14,6.8553E+14,
185,8.75108E+14,6.88872E+14,
186,6.08498E+14,6.88872E+14,
187,1.283E+15,6.88872E+14,
188,7.28146E+14,6.95948E+14,
189,1.29E+15,6.99058E+14,
190,9.59978E+14,6.99918E+14,
191,9.47853E+14,7.05772E+14,
192,7.6373E+14,7.13046E+14,
193,6.4174E+14,7.13046E+14,
194,6.14055E+14,7.24877E+14,
195,5.4792E+14,7.38209E+14,
196,1.09016E+15,7.35696E+14,
197,1.14663E+15,7.35696E+14,
198,1.00071E+15,7.35696E+14,
199,9.20365E+14,7.4177E+14,
200,1.05437E+15,7.4177E+14,
201,9.7759E+14,7.48178E+14,
202,9.46508E+14,7.48178E+14,
203,1.32112E+15,7.48178E+14,
204,9.33134E+14,7.67586E+14,
205,8.66161E+14,7.68962E+14,
206,9.7759E+14,7.67256E+14,
207,1.32112E+15,7.67256E+14,
208,8.68711E+14,7.74339E+14,
209,7.43353E+14,7.7258E+14,
210,6.59629E+14,7.77482E+14,
211,5.46085E+14,7.77479E+14,
212,9.31729E+14,7.18051E+14,
213,1.05353E+15,7.18051E+14,
214,6.47498E+14,7.18051E+14,
215,9.59978E+14,7.21115E+14,
216,9.24629E+14,7.23134E+14,
217,9.6487E+14,7.27117E+14,
218,6.29348E+14,7.27117E+14,
219,1.29801E+15,7.25917E+14,
220,8.03527E+14,7.33244E+14,
221,1.18601E+15,7.34281E+14,
222,1.28246E+15,7.39078E+14,
223,9.6487E+14,7.39078E+14,
224,6.29348E+14,7.39078E+14,
225,7.70635E+14,7.43183E+14,
226,1.00275E+15,7.43183E+14,
227,1.1542E+15,7.54622E+14,
228,5.72381E+14,7.5705E+14,
229,7.6864E+14,7.57455E+14,
230,1.0528E+15,7.57455E+14,
231,5.72381E+14,7.71378E+14,
232,1.26192E+15,7.77109E+14,
233,1.18587E+15,7.80601E+14,
234,8.84179E+14,7.87766E+14,
235,9.28012E+14,7.86302E+14,
236,1.24614E+15,7.86302E+14,
237,6.92842E+14,7.94528E+14,
238,8.57876E+14,7.30763E+14,
239,1.29502E+15,7.48118E+14,
240,1.09016E+15,7.47823E+14,
241,1.14663E+15,7.47823E+14,
242,1.00071E+15,7.47823E+14,
243,8.14721E+14,7.50164E+14,
244,1.08371E+15,7.58847E+14,
245,1.18601E+15,7.61018E+14,
246,1.31583E+15,7.65387E+14,
247,9.6487E+14,7.67683E+14,
248,6.29348E+14,7.67683E+14,
249,1.11678E+15,7.70136E+14,
250,1.18597E+15,7.75357E+14,
251,6.46558E+14,7.80287E+14,
252,6.32725E+14,7.80287E+14,
253,6.29348E+14,7.84063E+14,
254,8.28793E+14,7.97834E+14,
255,1.27934E+15,8.04986E+14,
256,8.38781E+14,7.40917E+14,
257,9.36935E+14,7.53253E+14,
258,7.64854E+14,7.59288E+14,
259,9.84945E+14,7.57654E+14,
260,1.2879E+15,7.62888E+14,
261,9.20365E+14,7.71397E+14,
262,1.05437E+15,7.71397E+14,
263,1.2826E+15,7.75821E+14,
264,8.56126E+14,7.75821E+14,
265,9.79448E+14,7.75821E+14,
266,5.94961E+14,7.77261E+14,
267,9.99755E+14,7.77261E+14,
268,1.28665E+15,7.89457E+14,
269,1.19116E+15,7.97892E+14,
270,8.71972E+14,7.97892E+14,
271,9.68786E+14,7.97892E+14,
272,9.45061E+14,7.97892E+14,
273,6.09551E+14,8.00132E+14,
274,1.2879E+15,8.03655E+14,
275,6.28637E+14,8.01873E+14,
276,9.31729E+14,8.06429E+14,
277,1.05353E+15,8.06429E+14,
278,6.47498E+14,8.06429E+14,
279,5.94961E+14,8.07526E+14,
280,9.99755E+14,8.07526E+14,
281,7.71897E+14,8.10518E+14,
282,1.31583E+15,7.50466E+14,
283,1.08371E+15,7.53965E+14,
284,6.44199E+14,7.65865E+14,
285,8.65999E+14,7.72455E+14,
286,1.18301E+15,7.82799E+14,
287,9.50009E+14,7.84134E+14,
288,9.20365E+14,7.84403E+14,
289,1.05437E+15,7.84403E+14,
290,9.59978E+14,7.84663E+14,
291,1.04487E+15,7.89716E+14,
292,1.10465E+15,7.85648E+14,
293,1.32112E+15,7.85648E+14,
294,9.8455E+14,8.02536E+14,
295,9.46031E+14,8.05524E+14,
296,8.13926E+14,8.14817E+14,
297,1.19117E+15,8.14817E+14,
298,8.16302E+14,8.14817E+14,
299,8.03527E+14,8.14383E+14,
300,1.14698E+15,8.1666E+14,
301,1.28665E+15,8.18564E+14,
302,1.10465E+15,7.62172E+14,
303,1.32112E+15,7.62172E+14,
304,1.1542E+15,7.59683E+14,
305,6.19785E+14,7.60885E+14,
306,8.64228E+14,7.60885E+14,
307,1.21413E+15,7.60885E+14,
308,8.28793E+14,7.65386E+14,
309,9.94012E+14,7.75112E+14,
310,8.58837E+14,7.75927E+14,
311,1.05856E+15,7.75927E+14,
312,6.46558E+14,7.85698E+14,
313,6.32725E+14,7.85698E+14,
314,1.09016E+15,7.84305E+14,
315,1.14663E+15,7.84305E+14,
316,9.24629E+14,7.89912E+14,
317,5.4792E+14,8.10344E+14,
318,1.16381E+15,8.1171E+14,
319,7.43353E+14,8.20685E+14,
320,1.11678E+15,8.31138E+14,
321,8.48686E+14,7.68832E+14,
322,1.04487E+15,7.93847E+14,
323,8.41307E+14,7.96711E+14,
324,8.36905E+14,7.92954E+14,
325,6.21638E+14,7.92954E+14,
326,1.12099E+15,7.92954E+14,
327,1.26146E+15,7.92954E+14,
328,5.94961E+14,7.94796E+14,
329,9.99755E+14,7.94796E+14,
330,9.50009E+14,8.04989E+14,
331,9.06652E+14,8.07849E+14,
332,6.12166E+14,8.07542E+14,
333,9.50009E+14,8.22298E+14,
334,1.18682E+15,8.25452E+14,
335,9.94012E+14,8.36739E+14,
336,1.14782E+15,8.38994E+14,
337,5.72381E+14,7.83798E+14,
338,1.22002E+15,8.00291E+14,
339,1.17534E+15,8.01481E+14,
340,1.26685E+15,7.99763E+14,
341,5.93446E+14,8.04742E+14,
342,8.13926E+14,8.13052E+14,
343,1.19117E+15,8.13052E+14,
344,8.16302E+14,8.13052E+14,
345,7.70635E+14,8.22107E+14,
346,1.00275E+15,8.22107E+14,
347,1.10885E+15,8.301E+14,
348,1.1668E+15,8.301E+14,
349,1.20365E+15,8.32915E+14,
350,1.09144E+15,8.34347E+14,
351,1.26401E+15,8.3008E+14,
352,1.17534E+15,8.37955E+14,
353,1.14663E+15,8.50524E+14,
354,1.09016E+15,8.50524E+14,
355,8.03277E+14,8.50524E+14,
356,1.00071E+15,8.50524E+14,
357,6.46558E+14,8.53468E+14,
358,6.32725E+14,8.53468E+14,
359,1.17011E+15,7.87452E+14,
360,9.59978E+14,7.94816E+14,
361,1.16256E+15,8.13498E+14,
362,9.31729E+14,8.13554E+14,
363,1.05353E+15,8.13554E+14,
364,6.47498E+14,8.13554E+14,
365,1.21552E+15,8.17087E+14,
366,1.04487E+15,8.22492E+14,
367,1.09882E+15,8.25628E+14,
368,5.74924E+14,8.21678E+14,
369,7.71897E+14,8.24248E+14,
370,1.26401E+15,8.22696E+14,
371,9.8703E+14,8.24289E+14,
372,9.11858E+14,8.32898E+14,
373,1.08371E+15,8.38392E+14,
374,9.84059E+14,8.4992E+14,
375,7.56139E+14,8.56024E+14,
376,1.14663E+15,8.59897E+14,
377,1.09016E+15,8.59897E+14,
378,8.03277E+14,8.59897E+14,
379,1.00071E+15,8.59897E+14,
380,9.36935E+14,8.57914E+14,
381,5.56993E+14,7.96887E+14,
382,7.70635E+14,8.00106E+14,
383,1.00275E+15,8.00106E+14,
384,6.19785E+14,8.02247E+14,
385,1.21413E+15,8.02247E+14,
386,9.46031E+14,8.02247E+14,
387,1.17534E+15,8.058E+14,
388,5.4792E+14,8.21981E+14,
389,8.65063E+14,8.22082E+14,
390,1.10465E+15,8.33789E+14,
391,1.32112E+15,8.33789E+14,
392,9.33134E+14,8.33156E+14,
393,1.2324E+15,8.33156E+14,
394,8.06169E+14,8.33156E+14,
395,9.24629E+14,8.34471E+14,
396,5.85101E+14,8.3926E+14,
397,7.78459E+14,8.53799E+14,
398,7.56139E+14,8.54338E+14,
399,6.71469E+14,8.52882E+14,
400,1.26401E+15,8.56596E+14,
401,8.28793E+14,8.54052E+14,
402,7.6373E+14,8.55252E+14,
403,6.4174E+14,8.55252E+14,
404,1.31583E+15,8.62424E+14,
405,1.2826E+15,8.70219E+14,
406,1.18597E+15,8.72625E+14,
407,5.85101E+14,8.72557E+14,
408,1.10885E+15,8.73979E+14,
409,1.1668E+15,8.73979E+14,
410,6.46558E+14,8.10359E+14,
411,6.32725E+14,8.10359E+14,
412,1.09221E+15,8.11999E+14,
413,1.2879E+15,8.19327E+14,
414,1.28665E+15,8.13065E+14,
415,1.10885E+15,8.2703E+14,
416,1.1668E+15,8.2703E+14,
417,8.48686E+14,8.31554E+14,
418,1.04487E+15,8.45759E+14,
419,1.2879E+15,8.46E+14,
420,5.85101E+14,8.50061E+14,
421,8.76206E+14,8.62026E+14,
422,9.32197E+14,8.62747E+14,
423,8.7302E+14,8.73922E+14,
424,1.19965E+15,8.73611E+14,
425,1.28709E+15,8.26245E+14,
426,8.58837E+14,8.34461E+14,
427,1.05856E+15,8.34461E+14,
428,1.22002E+15,8.47426E+14,
429,1.18301E+15,8.47599E+14,
430,6.40376E+14,8.52852E+14,
431,1.31452E+15,8.62476E+14,
432,9.6487E+14,8.72824E+14,
433,6.29348E+14,8.72824E+14,
434,1.15956E+15,8.71635E+14,
435,5.4792E+14,8.82878E+14,
436,1.09144E+15,8.81476E+14,
437,1.1066E+15,8.85836E+14,
438,7.56139E+14,8.31905E+14,
439,8.84179E+14,8.58698E+14,
440,1.18597E+15,8.65254E+14,
441,8.84179E+14,8.77621E+14,
442,9.3522E+14,8.87937E+14,
443,6.88746E+14,8.95703E+14,
444,9.47853E+14,8.41132E+14,
445,1.18294E+15,8.43621E+14,
446,9.31887E+14,8.38774E+14,
447,6.20133E+14,8.42684E+14,
448,1.17534E+15,8.60988E+14,
449,1.17534E+15,8.67794E+14,
450,8.4814E+14,8.7457E+14,
451,1.1542E+15,9.02952E+14,
452,5.4792E+14,9.0068E+14,
453,1.28914E+15,9.03472E+14,
454,8.68711E+14,9.10692E+14,
455,1.21881E+15,9.08537E+14,
456,9.20365E+14,8.46446E+14,
457,1.05437E+15,8.46446E+14,
458,9.52435E+14,8.49003E+14,
459,1.18301E+15,8.55117E+14,
460,9.7759E+14,8.69726E+14,
461,9.46508E+14,8.69726E+14,
462,1.32112E+15,8.69726E+14,
463,1.22002E+15,8.71818E+14,
464,8.61097E+14,8.80988E+14,
465,9.47435E+14,8.81381E+14,
466,1.26216E+15,8.81381E+14,
467,1.15013E+15,8.81403E+14,
468,1.2864E+15,8.81403E+14,
469,1.29531E+15,9.06108E+14,
470,8.34887E+14,9.20303E+14,
471,1.32308E+15,8.60779E+14,
472,1.3137E+15,8.59629E+14,
473,9.39076E+14,8.59629E+14,
474,1.21828E+15,8.59629E+14,
475,1.08371E+15,8.65372E+14,
476,9.20365E+14,8.74273E+14,
477,1.05437E+15,8.74273E+14,
478,1.1066E+15,8.75543E+14,
479,7.43353E+14,8.81013E+14,
480,9.16613E+14,8.93345E+14,
481,1.27464E+15,8.99838E+14,
482,1.10465E+15,8.99139E+14,
483,6.16405E+14,9.02086E+14,
484,8.43095E+14,8.95973E+14,
485,1.28665E+15,9.10059E+14,
486,9.46397E+14,9.14836E+14,
487,1.02746E+15,9.15917E+14,
488,1.2206E+15,9.16268E+14,
489,1.28246E+15,9.18238E+14,
490,9.6487E+14,9.18238E+14,
491,6.29348E+14,9.18238E+14,
492,1.17011E+15,9.21816E+14,
493,8.97673E+14,9.28789E+14,
494,7.6864E+14,8.71063E+14,
495,1.0528E+15,8.71063E+14,
496,9.31887E+14,8.83344E+14,
497,1.09144E+15,8.86789E+14,
498,1.17011E+15,8.90399E+14,
499,8.61097E+14,8.95096E+14,
500,6.80609E+14,8.95468E+14,
501,6.02792E+14,8.94009E+14,
502,1.10139E+15,9.02099E+14,
503,8.16965E+14,9.2588E+14,
504,9.47435E+14,9.23438E+14,
505,1.26216E+15,9.23438E+14,
506,1.10139E+15,9.27643E+14,
507,1.2879E+15,9.29396E+14,
508,1.2324E+15,9.3442E+14,
509,9.94012E+14,9.37487E+14,
510,8.17855E+14,9.40105E+14,
511,1.1615E+15,9.40105E+14,
512,8.33655E+14,9.40105E+14,
513,1.18343E+15,9.40105E+14,
514,9.31729E+14,9.40203E+14,
515,1.05353E+15,9.40203E+14,
516,6.47498E+14,9.40203E+14,
517,8.84179E+14,9.43922E+14,
518,5.94961E+14,8.742E+14,
519,9.99755E+14,8.742E+14,
520,9.7759E+14,8.84245E+14,
521,1.32112E+15,8.84245E+14,
522,1.1542E+15,8.86267E+14,
523,1.339E+15,8.93656E+14,
524,1.04514E+15,8.96289E+14,
525,8.28793E+14,9.03666E+14,
526,9.94012E+14,9.11182E+14,
527,1.10885E+15,9.10741E+14,
528,1.1668E+15,9.10741E+14,
529,1.09144E+15,9.14538E+14,
530,5.94961E+14,9.16437E+14,
531,9.99755E+14,9.16437E+14,
532,9.57585E+14,9.40346E+14,
533,1.20418E+15,9.40346E+14,
534,8.61097E+14,9.37354E+14,
535,1.17011E+15,9.42313E+14,
536,5.94961E+14,9.4378E+14,
537,9.99755E+14,9.4378E+14,
538,1.17534E+15,9.42923E+14,
539,1.20694E+15,9.4348E+14,
540,1.22849E+15,9.46273E+14,
541,1.29755E+15,8.88015E+14,
542,1.04487E+15,9.07595E+14,
543,1.1542E+15,9.08927E+14,
544,1.17534E+15,9.11321E+14,
545,1.04487E+15,9.15712E+14,
546,7.90874E+14,9.20928E+14,
547,9.6487E+14,9.24435E+14,
548,6.29348E+14,9.24435E+14,
549,9.01615E+14,9.21414E+14,
550,5.94961E+14,9.24655E+14,
551,9.99755E+14,9.24655E+14,
552,1.28914E+15,9.33469E+14,
553,1.12887E+15,9.39026E+14,
554,1.1542E+15,9.45842E+14,
555,1.1066E+15,9.53668E+14,
556,7.73029E+14,9.58644E+14,
557,1.10465E+15,9.64012E+14,
558,1.32112E+15,9.64012E+14,
559,9.24629E+14,8.93747E+14,
560,9.20365E+14,8.99464E+14,
561,1.05437E+15,8.99464E+14,
562,9.01363E+14,9.17743E+14,
563,1.13366E+15,9.20973E+14,
564,1.29531E+15,9.35468E+14,
565,1.29755E+15,9.48442E+14,
566,9.7759E+14,9.47357E+14,
567,1.32112E+15,9.47357E+14,
568,9.56369E+14,9.50152E+14,
569,9.56136E+14,9.50152E+14,
570,8.48686E+14,9.5127E+14,
571,6.94217E+14,9.55711E+14,
572,9.8703E+14,9.50454E+14,
573,8.9045E+14,9.58477E+14,
574,1.2206E+15,9.6389E+14,
575,1.10947E+15,9.61034E+14,
576,8.28472E+14,9.63237E+14,
577,1.1066E+15,9.63779E+14,
578,8.02183E+14,9.12991E+14,
579,1.17534E+15,9.31637E+14,
580,1.11205E+15,9.31334E+14,
581,1.2879E+15,9.28613E+14,
582,1.14746E+15,9.36863E+14,
583,6.38793E+14,9.42883E+14,
584,1.10885E+15,9.42712E+14,
585,1.1668E+15,9.42712E+14,
586,9.47435E+14,9.43842E+14,
587,1.26216E+15,9.43842E+14,
588,9.20365E+14,9.46644E+14,
589,1.05437E+15,9.46644E+14,
590,1.2879E+15,9.44037E+14,
591,1.2206E+15,9.6549E+14,
592,6.28637E+14,9.74563E+14,
593,1.26834E+15,9.77629E+14,
594,8.14793E+14,9.77587E+14,
595,1.29531E+15,9.26396E+14,
596,8.26028E+14,9.36572E+14,
597,1.14698E+15,9.37907E+14,
598,8.34887E+14,9.3924E+14,
599,1.2826E+15,9.36511E+14,
600,8.56126E+14,9.36511E+14,
601,9.79448E+14,9.36511E+14,
602,8.65063E+14,9.43024E+14,
603,1.2826E+15,9.36643E+14,
604,8.06539E+14,9.46406E+14,
605,8.56126E+14,9.51769E+14,
606,1.13001E+15,9.56342E+14,
607,7.56139E+14,9.67263E+14,
608,1.10465E+15,9.70377E+14,
609,1.32112E+15,9.70377E+14,
610,9.7759E+14,9.70377E+14,
611,1.20912E+15,9.72989E+14,
612,9.31887E+14,9.7859E+14,
613,1.2206E+15,9.8893E+14,
614,6.92232E+14,9.86037E+14,
615,9.75869E+14,9.90274E+14,
616,8.67684E+14,9.32259E+14,
617,9.6487E+14,9.48956E+14,
618,6.29348E+14,9.48956E+14,
619,8.03527E+14,9.53131E+14,
620,1.17534E+15,9.55751E+14,
621,1.14698E+15,9.61164E+14,
622,1.11843E+15,9.83621E+14,
623,9.59978E+14,9.85013E+14,
624,1.19116E+15,9.85594E+14,
625,8.71972E+14,9.85594E+14,
626,9.68786E+14,9.85594E+14,
627,1.19116E+15,9.89188E+14,
628,8.71972E+14,9.89188E+14,
629,9.68786E+14,9.89188E+14,
630,9.45061E+14,9.89188E+14,
631,9.11858E+14,9.94497E+14,
632,7.4175E+14,9.90367E+14,
633,9.03708E+14,9.98824E+14,
634,1.18597E+15,9.98912E+14,
635,1.2879E+15,9.56658E+14,
636,1.10984E+15,9.61738E+14,
637,5.79383E+14,9.60052E+14,
638,1.14746E+15,9.68057E+14,
639,1.04514E+15,9.6421E+14,
640,9.04892E+14,9.71066E+14,
641,9.20365E+14,9.68014E+14,
642,1.05437E+15,9.68014E+14,
643,1.28246E+15,9.69096E+14,
644,9.6487E+14,9.69096E+14,
645,6.29348E+14,9.69096E+14,
646,1.1066E+15,9.7817E+14,
647,1.04487E+15,9.84529E+14,
648,7.70635E+14,9.95364E+14,
649,1.00275E+15,9.95364E+14,
650,1.05281E+15,1.0072E+15,
651,1.13366E+15,1.0072E+15,
652,9.31887E+14,9.48284E+14,
653,7.70635E+14,9.56818E+14,
654,1.00275E+15,9.56818E+14,
655,9.20365E+14,9.53778E+14,
656,1.05437E+15,9.53778E+14,
657,8.41307E+14,9.54909E+14,
658,1.17933E+15,9.57023E+14,
659,6.20133E+14,9.60651E+14,
660,9.6487E+14,9.66657E+14,
661,6.29348E+14,9.66657E+14,
662,1.1542E+15,9.78183E+14,
663,8.48686E+14,9.87007E+14,
664,7.3286E+14,9.88943E+14,
665,9.06652E+14,9.93984E+14,
666,1.22084E+15,9.99007E+14,
667,1.10885E+15,1.01363E+15,
668,1.1668E+15,1.01363E+15,
669,1.22002E+15,1.01293E+15,
670,1.00573E+15,1.02084E+15,
671,6.91607E+14,9.58582E+14,
672,8.38781E+14,9.61459E+14,
673,9.59373E+14,9.57723E+14,
674,1.16684E+15,9.773E+14,
675,1.28665E+15,9.79536E+14,
676,8.90234E+14,9.81581E+14,
677,6.08638E+14,9.85133E+14,
678,9.7759E+14,9.8982E+14,
679,1.32112E+15,9.8982E+14,
680,1.3003E+15,9.89717E+14,
681,5.56993E+14,9.93349E+14,
682,9.50009E+14,9.90259E+14,
683,9.24629E+14,9.93493E+14,
684,8.47472E+14,9.94281E+14,
685,1.19189E+15,1.01782E+15,
686,1.09016E+15,1.02219E+15,
687,9.59978E+14,1.02093E+15,
688,9.20572E+14,1.0244E+15,
689,1.28246E+15,1.02837E+15,
690,9.6487E+14,1.02837E+15,
691,6.29348E+14,1.02837E+15,
692,1.28246E+15,1.03536E+15,
693,9.6487E+14,1.03536E+15,
694,6.29348E+14,1.03536E+15,
695,6.16774E+14,1.03591E+15,
696,6.88746E+14,1.04833E+15,
697,9.8703E+14,1.04829E+15,
698,1.14782E+15,1.0525E+15,
699,8.61097E+14,1.05472E+15,
700,9.59978E+14,1.05539E+15,
702,8.65999E+14,1.08132E+15,
703,1.2826E+15,1.09523E+15,
704,1.28332E+15,1.09523E+15,
705,1.08941E+15,1.04806E+15,
706,9.8703E+14,1.05629E+15,
707,7.98495E+14,1.0557E+15,
708,7.70635E+14,1.06016E+15,
709,1.00275E+15,1.06016E+15,
710,9.20365E+14,1.07058E+15,
711,1.05437E+15,1.07058E+15,
712,5.61801E+14,1.07652E+15,
713,7.71897E+14,1.07698E+15,
714,1.32487E+15,1.08743E+15,
715,1.15956E+15,1.08883E+15,
716,8.31455E+14,1.09821E+15,
717,1.1066E+15,1.10546E+15,
718,9.24629E+14,1.10677E+15,
719,9.7759E+14,1.10763E+15,
720,1.32112E+15,1.10763E+15,
721,5.94961E+14,1.05225E+15,
722,9.99755E+14,1.05225E+15,
723,1.10465E+15,1.05246E+15,
724,1.15408E+15,1.05287E+15,
725,9.655E+14,1.06695E+15,
726,7.73029E+14,1.06688E+15,
727,8.41307E+14,1.06836E+15,
728,8.12883E+14,1.07238E+15,
729,6.43146E+14,1.07238E+15,
730,5.77194E+14,1.0843E+15,
731,9.36935E+14,1.08727E+15,
732,7.6864E+14,1.0883E+15,
733,1.0528E+15,1.0883E+15,
734,5.4792E+14,1.08372E+15,
735,7.6864E+14,1.09867E+15,
736,1.0528E+15,1.09867E+15,
737,8.48686E+14,1.10724E+15,
