id,service_id,taxonomy_id,taxonomy_detail
172,7.13046E+14,7.13046E+14,
173,7.24877E+14,7.24877E+14,
174,7.24877E+14,7.24877E+14,
175,7.38209E+14,7.38209E+14,
176,7.38209E+14,7.38209E+14,
177,7.35696E+14,7.35696E+14,
178,7.4177E+14,7.4177E+14,
179,7.4177E+14,7.4177E+14,
180,7.48178E+14,7.48178E+14,
181,7.68962E+14,7.68962E+14,
182,7.68962E+14,7.68962E+14,
183,7.68962E+14,7.68962E+14,
184,7.68962E+14,7.68962E+14,
185,7.68962E+14,7.68962E+14,
186,7.67256E+14,7.67256E+14,
187,7.74339E+14,7.74339E+14,
188,7.7258E+14,7.7258E+14,
189,7.77482E+14,7.77482E+14,
190,7.77479E+14,7.77479E+14,
191,7.14211E+14,7.14211E+14,
192,7.18051E+14,7.18051E+14,
193,7.21115E+14,7.21115E+14,
194,7.23134E+14,7.23134E+14,
195,7.27117E+14,7.27117E+14,
196,7.33244E+14,7.33244E+14,
197,7.33244E+14,7.33244E+14,
198,7.34281E+14,7.34281E+14,
199,7.39078E+14,7.39078E+14,
200,7.43183E+14,7.43183E+14,
201,7.54622E+14,7.54622E+14,
202,7.5705E+14,7.5705E+14,
203,7.57455E+14,7.57455E+14,
204,7.71378E+14,7.71378E+14,
205,7.87766E+14,7.87766E+14,
206,7.87766E+14,7.87766E+14,
207,7.86302E+14,7.86302E+14,
208,7.86302E+14,7.86302E+14,
209,7.86302E+14,7.86302E+14,
210,7.86302E+14,7.86302E+14,
211,7.94528E+14,7.94528E+14,
212,7.30763E+14,7.30763E+14,
213,7.47823E+14,7.47823E+14,
214,7.50164E+14,7.50164E+14,
215,7.54669E+14,7.54669E+14,
216,7.58847E+14,7.58847E+14,
217,7.61018E+14,7.61018E+14,
218,7.61018E+14,7.61018E+14,
219,7.65387E+14,7.65387E+14,
220,7.67683E+14,7.67683E+14,
221,7.70136E+14,7.70136E+14,
222,7.70136E+14,7.70136E+14,
223,7.75357E+14,7.75357E+14,
224,7.80287E+14,7.80287E+14,
225,7.80287E+14,7.80287E+14,
226,7.84063E+14,7.84063E+14,
227,7.97834E+14,7.97834E+14,
228,7.40917E+14,7.40917E+14,
229,7.53253E+14,7.53253E+14,
230,7.59288E+14,7.59288E+14,
231,7.57654E+14,7.57654E+14,
232,7.62888E+14,7.62888E+14,
233,7.62888E+14,7.62888E+14,
234,7.62888E+14,7.62888E+14,
235,7.71397E+14,7.71397E+14,
236,7.75821E+14,7.75821E+14,
237,7.77261E+14,7.77261E+14,
238,7.89457E+14,7.89457E+14,
239,8.03655E+14,8.03655E+14,
240,8.03655E+14,8.03655E+14,
241,8.03655E+14,8.03655E+14,
242,8.01873E+14,8.01873E+14,
243,8.06429E+14,8.06429E+14,
244,8.07526E+14,8.07526E+14,
245,8.07526E+14,8.07526E+14,
246,8.10518E+14,8.10518E+14,
247,8.10518E+14,8.10518E+14,
248,7.50096E+14,7.50096E+14,
249,7.50466E+14,7.50466E+14,
250,7.53965E+14,7.53965E+14,
251,7.65865E+14,7.65865E+14,
252,7.72455E+14,7.72455E+14,
253,7.82799E+14,7.82799E+14,
254,7.84134E+14,7.84134E+14,
255,7.84403E+14,7.84403E+14,
256,7.84663E+14,7.84663E+14,
257,7.84663E+14,7.84663E+14,
258,7.89716E+14,7.89716E+14,
259,7.85648E+14,7.85648E+14,
260,7.97816E+14,7.97816E+14,
261,8.14817E+14,8.14817E+14,
262,8.12376E+14,8.12376E+14,
263,8.14383E+14,8.14383E+14,
264,8.14383E+14,8.14383E+14,
265,8.14383E+14,8.14383E+14,
266,8.1666E+14,8.1666E+14,
267,8.18564E+14,8.18564E+14,
268,7.60997E+14,7.60997E+14,
269,7.62172E+14,7.62172E+14,
270,7.59683E+14,7.59683E+14,
271,7.65386E+14,7.65386E+14,
272,7.75112E+14,7.75112E+14,
273,7.75112E+14,7.75112E+14,
274,7.75112E+14,7.75112E+14,
275,7.75927E+14,7.75927E+14,
276,7.85698E+14,7.85698E+14,
277,7.85698E+14,7.85698E+14,
278,7.84305E+14,7.84305E+14,
279,7.89912E+14,7.89912E+14,
280,8.10344E+14,8.10344E+14,
281,8.20685E+14,8.20685E+14,
282,8.31138E+14,8.31138E+14,
283,7.68832E+14,7.68832E+14,
284,7.93847E+14,7.93847E+14,
285,7.96711E+14,7.96711E+14,
286,7.92954E+14,7.92954E+14,
287,7.94796E+14,7.94796E+14,
288,7.94796E+14,7.94796E+14,
289,8.04989E+14,8.04989E+14,
290,8.07849E+14,8.07849E+14,
291,8.07849E+14,8.07849E+14,
292,8.07849E+14,8.07849E+14,
293,8.07542E+14,8.07542E+14,
294,8.22298E+14,8.22298E+14,
295,8.25452E+14,8.25452E+14,
296,8.25452E+14,8.25452E+14,
297,8.36739E+14,8.36739E+14,
298,8.36739E+14,8.36739E+14,
299,8.38994E+14,8.38994E+14,
300,7.83798E+14,7.83798E+14,
301,8.00291E+14,8.00291E+14,
302,8.01481E+14,8.01481E+14,
303,8.13052E+14,8.13052E+14,
304,8.22107E+14,8.22107E+14,
305,8.34347E+14,8.34347E+14,
306,8.34347E+14,8.34347E+14,
307,8.3008E+14,8.3008E+14,
308,8.37955E+14,8.37955E+14,
309,8.37955E+14,8.37955E+14,
310,8.50524E+14,8.50524E+14,
311,8.53468E+14,8.53468E+14,
312,7.87452E+14,7.87452E+14,
313,7.94816E+14,7.94816E+14,
314,8.13498E+14,8.13498E+14,
315,8.13554E+14,8.13554E+14,
316,8.17087E+14,8.17087E+14,
317,8.22492E+14,8.22492E+14,
318,8.22492E+14,8.22492E+14,
319,8.21537E+14,8.21537E+14,
320,8.25628E+14,8.25628E+14,
321,8.24248E+14,8.24248E+14,
322,8.24248E+14,8.24248E+14,
323,8.22696E+14,8.22696E+14,
324,8.24289E+14,8.24289E+14,
325,8.32898E+14,8.32898E+14,
326,8.32898E+14,8.32898E+14,
327,8.38392E+14,8.38392E+14,
328,8.4992E+14,8.4992E+14,
329,8.56024E+14,8.56024E+14,
330,8.59897E+14,8.59897E+14,
331,8.57914E+14,8.57914E+14,
332,7.96887E+14,7.96887E+14,
333,8.00106E+14,8.00106E+14,
334,8.058E+14,8.058E+14,
335,8.21981E+14,8.21981E+14,
336,8.21981E+14,8.21981E+14,
337,8.22082E+14,8.22082E+14,
338,8.33789E+14,8.33789E+14,
339,8.34471E+14,8.34471E+14,
340,8.3926E+14,8.3926E+14,
341,8.53799E+14,8.53799E+14,
342,8.54338E+14,8.54338E+14,
343,8.52882E+14,8.52882E+14,
344,8.56596E+14,8.56596E+14,
345,8.54052E+14,8.54052E+14,
346,8.55252E+14,8.55252E+14,
347,8.62424E+14,8.62424E+14,
348,8.70219E+14,8.70219E+14,
349,8.72625E+14,8.72625E+14,
350,8.72557E+14,8.72557E+14,
351,8.10359E+14,8.10359E+14,
352,8.19327E+14,8.19327E+14,
353,8.19327E+14,8.19327E+14,
354,8.19327E+14,8.19327E+14,
355,8.13065E+14,8.13065E+14,
356,8.31554E+14,8.31554E+14,
357,8.45759E+14,8.45759E+14,
358,8.46E+14,8.46E+14,
359,8.46E+14,8.46E+14,
360,8.46E+14,8.46E+14,
361,8.50061E+14,8.50061E+14,
362,8.73922E+14,8.73922E+14,
363,8.73922E+14,8.73922E+14,
364,8.73611E+14,8.73611E+14,
365,8.34461E+14,8.34461E+14,
366,8.47426E+14,8.47426E+14,
367,8.47426E+14,8.47426E+14,
368,8.47426E+14,8.47426E+14,
369,8.47426E+14,8.47426E+14,
370,8.47426E+14,8.47426E+14,
371,8.47426E+14,8.47426E+14,
372,8.47599E+14,8.47599E+14,
373,8.52852E+14,8.52852E+14,
374,8.62476E+14,8.62476E+14,
375,8.62476E+14,8.62476E+14,
376,8.62476E+14,8.62476E+14,
377,8.62476E+14,8.62476E+14,
378,8.62476E+14,8.62476E+14,
379,8.72824E+14,8.72824E+14,
380,8.79848E+14,8.79848E+14,
381,8.82878E+14,8.82878E+14,
382,8.81476E+14,8.81476E+14,
383,8.81476E+14,8.81476E+14,
384,8.85836E+14,8.85836E+14,
385,8.31905E+14,8.31905E+14,
386,8.58698E+14,8.58698E+14,
387,8.65254E+14,8.65254E+14,
388,8.77621E+14,8.77621E+14,
389,8.77621E+14,8.77621E+14,
390,8.77621E+14,8.77621E+14,
391,8.889E+14,8.889E+14,
392,8.95703E+14,8.95703E+14,
393,8.95703E+14,8.95703E+14,
394,8.95703E+14,8.95703E+14,
395,8.95703E+14,8.95703E+14,
396,8.41132E+14,8.41132E+14,
397,8.41132E+14,8.41132E+14,
398,8.43621E+14,8.43621E+14,
399,8.38774E+14,8.38774E+14,
400,8.42046E+14,8.42046E+14,
401,8.60988E+14,8.60988E+14,
402,8.67794E+14,8.67794E+14,
403,9.02952E+14,9.02952E+14,
404,9.0068E+14,9.0068E+14,
405,9.0068E+14,9.0068E+14,
406,9.03472E+14,9.03472E+14,
407,9.03472E+14,9.03472E+14,
408,9.10692E+14,9.10692E+14,
409,9.08537E+14,9.08537E+14,
410,9.08537E+14,9.08537E+14,
411,8.46446E+14,8.46446E+14,
412,8.49003E+14,8.49003E+14,
413,8.55117E+14,8.55117E+14,
414,8.55117E+14,8.55117E+14,
415,8.69726E+14,8.69726E+14,
416,8.71818E+14,8.71818E+14,
417,8.80988E+14,8.80988E+14,
418,8.80988E+14,8.80988E+14,
419,8.81381E+14,8.81381E+14,
420,8.81403E+14,8.81403E+14,
421,9.06108E+14,9.06108E+14,
422,9.20303E+14,9.20303E+14,
423,8.60779E+14,8.60779E+14,
424,8.59629E+14,8.59629E+14,
425,8.65372E+14,8.65372E+14,
426,8.65372E+14,8.65372E+14,
427,8.74273E+14,8.74273E+14,
428,8.75517E+14,8.75517E+14,
429,8.75517E+14,8.75517E+14,
430,8.75517E+14,8.75517E+14,
431,8.75517E+14,8.75517E+14,
432,8.75517E+14,8.75517E+14,
433,8.75543E+14,8.75543E+14,
434,8.81013E+14,8.81013E+14,
435,8.93345E+14,8.93345E+14,
436,8.99139E+14,8.99139E+14,
437,8.95973E+14,8.95973E+14,
438,9.10059E+14,9.10059E+14,
439,9.16268E+14,9.16268E+14,
440,9.16268E+14,9.16268E+14,
441,9.18238E+14,9.18238E+14,
442,9.21816E+14,9.21816E+14,
443,9.21816E+14,9.21816E+14,
444,9.28789E+14,9.28789E+14,
445,8.71063E+14,8.71063E+14,
446,8.83344E+14,8.83344E+14,
447,8.83344E+14,8.83344E+14,
448,8.86789E+14,8.86789E+14,
449,8.90399E+14,8.90399E+14,
450,8.95096E+14,8.95096E+14,
451,8.95468E+14,8.95468E+14,
452,8.94009E+14,8.94009E+14,
453,8.94009E+14,8.94009E+14,
454,9.02099E+14,9.02099E+14,
455,9.20717E+14,9.20717E+14,
456,9.20717E+14,9.20717E+14,
457,9.23438E+14,9.23438E+14,
458,9.27643E+14,9.27643E+14,
459,9.29396E+14,9.29396E+14,
460,9.29396E+14,9.29396E+14,
461,9.29396E+14,9.29396E+14,
462,9.37487E+14,9.37487E+14,
463,9.40105E+14,9.40105E+14,
464,9.40105E+14,9.40105E+14,
465,9.40203E+14,9.40203E+14,
466,9.43922E+14,9.43922E+14,
467,8.742E+14,8.742E+14,
468,8.742E+14,8.742E+14,
469,8.84245E+14,8.84245E+14,
470,8.86267E+14,8.86267E+14,
471,8.93656E+14,8.93656E+14,
472,9.03666E+14,9.03666E+14,
473,9.03666E+14,9.03666E+14,
474,9.11182E+14,9.11182E+14,
475,9.14538E+14,9.14538E+14,
476,9.16437E+14,9.16437E+14,
477,9.40346E+14,9.40346E+14,
478,9.37354E+14,9.37354E+14,
479,9.42313E+14,9.42313E+14,
480,9.4378E+14,9.4378E+14,
481,9.4378E+14,9.4378E+14,
482,9.42923E+14,9.42923E+14,
483,9.46273E+14,9.46273E+14,
484,8.88015E+14,8.88015E+14,
485,9.07595E+14,9.07595E+14,
486,9.07595E+14,9.07595E+14,
487,9.08986E+14,9.08986E+14,
488,9.08986E+14,9.08986E+14,
489,9.08927E+14,9.08927E+14,
490,9.11321E+14,9.11321E+14,
491,9.11321E+14,9.11321E+14,
492,9.15712E+14,9.15712E+14,
493,9.20928E+14,9.20928E+14,
494,9.24435E+14,9.24435E+14,
495,9.24655E+14,9.24655E+14,
496,9.24655E+14,9.24655E+14,
497,9.33469E+14,9.33469E+14,
498,9.45842E+14,9.45842E+14,
499,9.53668E+14,9.53668E+14,
500,9.58644E+14,9.58644E+14,
501,9.64012E+14,9.64012E+14,
502,8.93747E+14,8.93747E+14,
503,8.99464E+14,8.99464E+14,
504,9.17743E+14,9.17743E+14,
505,9.20973E+14,9.20973E+14,
506,9.35468E+14,9.35468E+14,
507,9.48442E+14,9.48442E+14,
508,9.48442E+14,9.48442E+14,
509,9.47357E+14,9.47357E+14,
510,9.50152E+14,9.50152E+14,
511,9.5127E+14,9.5127E+14,
512,9.55711E+14,9.55711E+14,
513,9.50454E+14,9.50454E+14,
514,9.50454E+14,9.50454E+14,
515,9.50454E+14,9.50454E+14,
516,9.6389E+14,9.6389E+14,
517,9.63237E+14,9.63237E+14,
518,9.63237E+14,9.63237E+14,
519,9.63779E+14,9.63779E+14,
520,9.31637E+14,9.31637E+14,
521,9.28613E+14,9.28613E+14,
522,9.28613E+14,9.28613E+14,
523,9.36863E+14,9.36863E+14,
524,9.36863E+14,9.36863E+14,
525,9.43842E+14,9.43842E+14,
526,9.46644E+14,9.46644E+14,
527,9.44037E+14,9.44037E+14,
528,9.44037E+14,9.44037E+14,
529,9.6549E+14,9.6549E+14,
530,9.74563E+14,9.74563E+14,
531,9.74563E+14,9.74563E+14,
532,9.77587E+14,9.77587E+14,
533,9.26396E+14,9.26396E+14,
534,9.37907E+14,9.37907E+14,
535,9.3924E+14,9.3924E+14,
536,9.36511E+14,9.36511E+14,
537,9.43024E+14,9.43024E+14,
538,9.43024E+14,9.43024E+14,
539,9.36643E+14,9.36643E+14,
540,9.46406E+14,9.46406E+14,
541,9.46406E+14,9.46406E+14,
542,9.51769E+14,9.51769E+14,
543,9.56342E+14,9.56342E+14,
544,9.56342E+14,9.56342E+14,
545,9.67263E+14,9.67263E+14,
546,9.70377E+14,9.70377E+14,
547,9.72989E+14,9.72989E+14,
548,9.7859E+14,9.7859E+14,
549,9.8893E+14,9.8893E+14,
550,9.8893E+14,9.8893E+14,
551,9.8893E+14,9.8893E+14,
552,9.8893E+14,9.8893E+14,
553,9.8893E+14,9.8893E+14,
554,9.48956E+14,9.48956E+14,
555,9.53131E+14,9.53131E+14,
556,9.53131E+14,9.53131E+14,
557,9.55751E+14,9.55751E+14,
558,9.55751E+14,9.55751E+14,
559,9.61164E+14,9.61164E+14,
560,9.85013E+14,9.85013E+14,
561,9.94497E+14,9.94497E+14,
562,9.90367E+14,9.90367E+14,
563,9.98912E+14,9.98912E+14,
564,9.56658E+14,9.56658E+14,
565,9.56658E+14,9.56658E+14,
566,9.60052E+14,9.60052E+14,
567,9.68057E+14,9.68057E+14,
568,9.68057E+14,9.68057E+14,
569,9.68057E+14,9.68057E+14,
570,9.71066E+14,9.71066E+14,
571,9.68014E+14,9.68014E+14,
572,9.69096E+14,9.69096E+14,
573,9.7817E+14,9.7817E+14,
574,9.80809E+14,9.80809E+14,
575,9.84529E+14,9.84529E+14,
576,9.95364E+14,9.95364E+14,
577,1.0072E+15,1.0072E+15,
578,1.0072E+15,1.0072E+15,
579,1.0072E+15,1.0072E+15,
580,9.48284E+14,9.48284E+14,
581,9.56818E+14,9.56818E+14,
582,9.53778E+14,9.53778E+14,
583,9.53778E+14,9.53778E+14,
584,9.54909E+14,9.54909E+14,
585,9.60651E+14,9.60651E+14,
586,9.66657E+14,9.66657E+14,
587,9.78183E+14,9.78183E+14,
588,9.78183E+14,9.78183E+14,
589,9.87007E+14,9.87007E+14,
590,9.93984E+14,9.93984E+14,
591,1.01293E+15,1.01293E+15,
592,9.58582E+14,9.58582E+14,
593,9.58582E+14,9.58582E+14,
594,9.61459E+14,9.61459E+14,
595,9.57723E+14,9.57723E+14,
596,9.79536E+14,9.79536E+14,
597,9.81581E+14,9.81581E+14,
598,9.8982E+14,9.8982E+14,
599,9.93349E+14,9.93349E+14,
600,9.90259E+14,9.90259E+14,
601,9.93493E+14,9.93493E+14,
602,1.01782E+15,1.01782E+15,
603,1.02219E+15,1.02219E+15,
604,1.02093E+15,1.02093E+15,
605,1.0244E+15,1.0244E+15,
606,1.02837E+15,1.02837E+15,
607,1.03536E+15,1.03536E+15,
608,1.04833E+15,1.04833E+15,
609,1.04833E+15,1.04833E+15,
610,1.04829E+15,1.04829E+15,
611,1.04829E+15,1.04829E+15,
612,1.0525E+15,1.0525E+15,
613,1.05472E+15,1.05472E+15,
614,1.05472E+15,1.05472E+15,
615,1.05539E+15,1.05539E+15,
616,1.07111E+15,1.07111E+15,
617,1.07111E+15,1.07111E+15,
618,1.08132E+15,1.08132E+15,
619,1.08132E+15,1.08132E+15,
620,1.09523E+15,1.09523E+15,
621,1.05629E+15,1.05629E+15,
622,1.05629E+15,1.05629E+15,
623,1.05629E+15,1.05629E+15,
624,1.0557E+15,1.0557E+15,
625,1.0557E+15,1.0557E+15,
626,1.0557E+15,1.0557E+15,
627,1.06016E+15,1.06016E+15,
628,1.07058E+15,1.07058E+15,
629,1.07698E+15,1.07698E+15,
630,1.07698E+15,1.07698E+15,
631,1.08743E+15,1.08743E+15,
632,1.08743E+15,1.08743E+15,
633,1.08883E+15,1.08883E+15,
634,1.10546E+15,1.10546E+15,
635,1.10677E+15,1.10677E+15,
636,1.10763E+15,1.10763E+15,
637,1.05225E+15,1.05225E+15,
638,1.05246E+15,1.05246E+15,
639,1.05287E+15,1.05287E+15,
640,1.06688E+15,1.06688E+15,
641,1.06836E+15,1.06836E+15,
642,1.07238E+15,1.07238E+15,
643,1.0843E+15,1.0843E+15,
644,1.0843E+15,1.0843E+15,
645,1.08727E+15,1.08727E+15,
646,1.0883E+15,1.0883E+15,
647,1.08372E+15,1.08372E+15,
648,1.09867E+15,1.09867E+15,
649,1.10724E+15,1.10724E+15,
650,1.10587E+15,1.10587E+15,
651,1.10608E+15,1.10608E+15,
652,1.10608E+15,1.10608E+15,
653,1.10557E+15,1.10557E+15,
654,1.10877E+15,1.10877E+15,
655,1.11152E+15,1.11152E+15,
656,1.11152E+15,1.11152E+15,
657,1.1152E+15,1.1152E+15,
658,1.1152E+15,1.1152E+15,
659,1.12037E+15,1.12037E+15,
660,1.11908E+15,1.11908E+15,
661,1.0709E+15,1.0709E+15,
662,1.0825E+15,1.0825E+15,
663,1.10642E+15,1.10642E+15,
664,1.10789E+15,1.10789E+15,
665,1.11909E+15,1.11909E+15,
666,1.11909E+15,1.11909E+15,
667,1.11957E+15,1.11957E+15,
668,1.06773E+15,1.06773E+15,
669,1.06773E+15,1.06773E+15,
670,1.07549E+15,1.07549E+15,
671,1.08825E+15,1.08825E+15,
672,1.08825E+15,1.08825E+15,
673,1.08825E+15,1.08825E+15,
674,1.08873E+15,1.08873E+15,
675,1.08873E+15,1.08873E+15,
676,1.09875E+15,1.09875E+15,
677,1.10888E+15,1.10888E+15,
678,1.12224E+15,1.12224E+15,
679,1.12575E+15,1.12575E+15,
680,1.13591E+15,1.13591E+15,
681,1.14162E+15,1.14162E+15,
682,1.14208E+15,1.14208E+15,
683,1.14208E+15,1.14208E+15,
684,1.14057E+15,1.14057E+15,
685,1.14057E+15,1.14057E+15,
686,1.0776E+15,1.0776E+15,
687,1.0776E+15,1.0776E+15,
688,1.08006E+15,1.08006E+15,
689,1.09026E+15,1.09026E+15,
690,1.0909E+15,1.0909E+15,
691,1.09258E+15,1.09258E+15,
692,1.09693E+15,1.09693E+15,
693,1.09676E+15,1.09676E+15,
694,1.10992E+15,1.10992E+15,
695,1.10944E+15,1.10944E+15,
696,1.12828E+15,1.12828E+15,
697,1.13562E+15,1.13562E+15,
698,1.13927E+15,1.13927E+15,
699,1.13506E+15,1.13506E+15,
700,1.13506E+15,1.13506E+15,
701,1.13894E+15,1.13894E+15,
702,1.14636E+15,1.14636E+15,
703,1.14769E+15,1.14769E+15,
704,1.1535E+15,1.1535E+15,
705,1.08648E+15,1.08648E+15,
706,1.09485E+15,1.09485E+15,
707,1.1073E+15,1.1073E+15,
708,1.10683E+15,1.10683E+15,
709,1.10683E+15,1.10683E+15,
710,1.10683E+15,1.10683E+15,
711,1.11055E+15,1.11055E+15,
712,1.11494E+15,1.11494E+15,
713,1.14569E+15,1.14569E+15,
714,1.15729E+15,1.15729E+15,
715,1.1544E+15,1.1544E+15,
716,1.099E+15,1.099E+15,
717,1.10079E+15,1.10079E+15,
718,1.10079E+15,1.10079E+15,
719,1.10256E+15,1.10256E+15,
720,1.10468E+15,1.10468E+15,
721,1.10446E+15,1.10446E+15,
722,1.10446E+15,1.10446E+15,
723,1.12326E+15,1.12326E+15,
724,1.1229E+15,1.1229E+15,
725,1.1229E+15,1.1229E+15,
726,1.12074E+15,1.12074E+15,
727,1.12198E+15,1.12198E+15,
728,1.12198E+15,1.12198E+15,
729,1.12535E+15,1.12535E+15,
730,1.12535E+15,1.12535E+15,
731,1.12535E+15,1.12535E+15,
732,1.13725E+15,1.13725E+15,
733,1.1454E+15,1.1454E+15,
